invoice_no,invoice_date,invoice_month,country,market_group,day_type,invoice_total,total_units,distinct_items,customer_id,invoice_value_zscore,is_high_value_outlier_iqr,is_high_value_outlier_zscore
562345,2011-08-04 12:14:00,2011-08,United Kingdom,United Kingdom,Weekday,1505.64,1524,20,13694,0.5462175722859918,True,False
547386,2011-03-22 15:52:00,2011-03,United Kingdom,United Kingdom,Weekday,1504.91,369,185,,0.5458075446242153,True,False
551291,2011-04-27 14:26:00,2011-04,United Kingdom,United Kingdom,Weekday,1502.78,3103,47,14298,0.5446111625425936,True,False
573035,2011-10-27 13:43:00,2011-10,Norway,International,Weekday,1498.66,1114,58,12433,0.5422970338213348,True,False
555722,2011-06-06 16:06:00,2011-06,United Kingdom,United Kingdom,Weekday,1498.09,320,135,,0.5419768752361119,True,False
576672,2011-11-16 11:59:00,2011-11,France,International,Weekday,1497.52,662,22,12731,0.5416567166508893,True,False
555276,2011-06-01 17:28:00,2011-06,United Kingdom,United Kingdom,Weekday,1496.98,302,176,,0.5413534085175205,True,False
577181,2011-11-18 11:35:00,2011-11,United Kingdom,United Kingdom,Weekday,1496.04,612,10,,0.5408254276927672,True,False
553890,2011-05-19 16:32:00,2011-05,United Kingdom,United Kingdom,Weekday,1495.6299999999999,411,155,,0.5405951381840981,True,False
543394,2011-02-08 10:17:00,2011-02,United Kingdom,United Kingdom,Weekday,1495.2,528,5,15797,0.5403536150408601,True,False
575491,2011-11-09 17:47:00,2011-11,United Kingdom,United Kingdom,Weekday,1495.06,832,175,15531,0.5402749795988755,True,False
574324,2011-11-04 07:46:00,2011-11,United Kingdom,United Kingdom,Weekday,1494.0000000000002,360,1,16684,0.5396795969667071,True,False
547967,2011-03-28 15:49:00,2011-03,United Kingdom,United Kingdom,Weekday,1491.72,279,151,,0.5383989626258162,True,False
571030,2011-10-13 12:26:00,2011-10,Belgium,International,Weekday,1491.59,1290,51,12876,0.5383259440011162,True,False
539225,2010-12-16 13:02:00,2010-12,United Kingdom,United Kingdom,Weekday,1491.46,768,61,15379,0.5382529253764163,True,False
539109,2010-12-16 11:07:00,2010-12,United Kingdom,United Kingdom,Weekday,1491.0,800,2,16013,0.5379945517813243,True,False
562102,2011-08-02 14:21:00,2011-08,United Kingdom,United Kingdom,Weekday,1490.82,906,57,13089,0.5378934490702013,True,False
562264,2011-08-03 16:14:00,2011-08,United Kingdom,United Kingdom,Weekday,1490.62,371,179,,0.5377811127245091,True,False
540268,2011-01-06 11:25:00,2011-01,United Kingdom,United Kingdom,Weekday,1489.18,944,53,13458,0.5369722910355256,True,False
550122,2011-04-14 12:39:00,2011-04,United Kingdom,United Kingdom,Weekday,1488.0,1176,4,12931,0.5363095065959417,True,False
562040,2011-08-02 10:00:00,2011-08,United Kingdom,United Kingdom,Weekday,1487.6,1048,2,17553,0.5360848339045572,True,False
538641,2010-12-13 14:36:00,2010-12,United Kingdom,United Kingdom,Weekday,1485.78,772,37,15640,0.5350625731587585,True,False
537887,2010-12-09 10:00:00,2010-12,United Kingdom,United Kingdom,Weekday,1485.72,532,10,18092,0.5350288722550508,True,False
567901,2011-09-22 16:28:00,2011-09,United Kingdom,United Kingdom,Weekday,1485.43,395,228,,0.5348659845537972,True,False
552181,2011-05-06 13:36:00,2011-05,United Kingdom,United Kingdom,Weekday,1484.4,820,9,17381,0.5342874523734825,True,False
539395,2010-12-17 11:52:00,2010-12,Germany,International,Weekday,1484.25,444,27,12471,0.5342032001142133,True,False
570115,2011-10-07 12:37:00,2011-10,United Kingdom,United Kingdom,Weekday,1482.2,1026,15,13798,0.5330517525708686,True,False
562717,2011-08-08 15:42:00,2011-08,United Kingdom,United Kingdom,Weekday,1480.41,377,171,,0.5320463422769236,True,False
544690,2011-02-23 08:48:00,2011-02,EIRE,International,Weekday,1480.2,668,15,14156,0.5319283891139468,True,False
559051,2011-07-05 16:47:00,2011-07,United Kingdom,United Kingdom,Weekday,1477.98,549,204,,0.5306814556767636,True,False
546569,2011-03-15 10:53:00,2011-03,EIRE,International,Weekday,1477.56,511,45,14016,0.53044554935081,True,False
565396,2011-09-02 16:39:00,2011-09,United Kingdom,United Kingdom,Weekday,1476.28,368,214,,0.5297265967383801,True,False
569568,2011-10-05 09:57:00,2011-10,France,International,Weekday,1476.19,890,89,12700,0.5296760453828186,True,False
571257,2011-10-14 17:17:00,2011-10,United Kingdom,United Kingdom,Weekday,1472.17,357,211,,0.5274180848344059,True,False
567453,2011-09-20 12:05:00,2011-09,United Kingdom,United Kingdom,Weekday,1468.8,288,1,17450,0.5255252174094927,True,False
566310,2011-09-12 09:39:00,2011-09,United Kingdom,United Kingdom,Weekday,1468.58,890,19,15980,0.5254016474292312,True,False
561027,2011-07-24 10:54:00,2011-07,United Kingdom,United Kingdom,Weekend,1468.3600000000001,778,12,13802,0.5252780774489699,True,False
558536,2011-06-30 12:06:00,2011-06,Australia,International,Weekday,1466.3200000000002,532,23,12424,0.5241322467229097,True,False
550779,2011-04-20 13:36:00,2011-04,United Kingdom,United Kingdom,Weekday,1466.1399999999999,858,16,17511,0.5240311440117866,True,False
566933,2011-09-15 15:30:00,2011-09,United Kingdom,United Kingdom,Weekday,1465.6,320,16,18102,0.5237278358784178,True,False
565857,2011-09-07 14:13:00,2011-09,EIRE,International,Weekday,1464.58,942,85,14911,0.5231549205153877,True,False
546891,2011-03-17 18:18:00,2011-03,United Kingdom,United Kingdom,Weekday,1464.43,385,177,,0.5230706682561186,True,False
578513,2011-11-24 13:32:00,2011-11,United Kingdom,United Kingdom,Weekday,1463.64,551,55,16609,0.5226269396906346,True,False
545398,2011-03-02 11:43:00,2011-03,United Kingdom,United Kingdom,Weekday,1463.47,958,46,13722,0.5225314537967961,True,False
572676,2011-10-25 13:30:00,2011-10,United Kingdom,United Kingdom,Weekday,1462.45,649,46,16258,0.521958538433766,True,False
542664,2011-01-31 12:14:00,2011-01,United Kingdom,United Kingdom,Weekday,1460.33,302,135,,0.5207677731694289,True,False
547964,2011-03-28 15:45:00,2011-03,United Kingdom,United Kingdom,Weekday,1460.08,368,172,,0.5206273527373136,True,False
543546,2011-02-09 16:52:00,2011-02,United Kingdom,United Kingdom,Weekday,1459.9,401,141,,0.5205262500261908,True,False
577805,2011-11-22 08:19:00,2011-11,United Kingdom,United Kingdom,Weekday,1459.7599999999998,658,7,13881,0.5204476145842061,True,False
563659,2011-08-18 11:00:00,2011-08,United Kingdom,United Kingdom,Weekday,1459.12,896,10,13694,0.5200881382779912,True,False
565617,2011-09-05 15:30:00,2011-09,United Kingdom,United Kingdom,Weekday,1458.44,476,190,,0.5197061947026379,True,False
556932,2011-06-15 15:41:00,2011-06,United Kingdom,United Kingdom,Weekday,1456.75,457,196,,0.518756952581539,True,False
549568,2011-04-10 15:09:00,2011-04,United Kingdom,United Kingdom,Weekend,1456.42,1162,76,15665,0.5185715976111469,True,False
558315,2011-06-28 11:44:00,2011-06,United Kingdom,United Kingdom,Weekday,1452.35,460,66,15065,0.516285552976311,True,False
544186,2011-02-16 15:55:00,2011-02,United Kingdom,United Kingdom,Weekday,1449.88,388,182,,0.5148981991070127,True,False
564840,2011-08-30 12:49:00,2011-08,United Kingdom,United Kingdom,Weekday,1448.1399999999999,415,206,,0.5139208728994906,True,False
556813,2011-06-14 17:28:00,2011-06,United Kingdom,United Kingdom,Weekday,1448.02,342,184,,0.5138534710920754,True,False
573137,2011-10-27 17:15:00,2011-10,United Kingdom,United Kingdom,Weekday,1445.8799999999999,339,224,,0.5126514721931691,True,False
551718,2011-05-03 16:06:00,2011-05,United Kingdom,United Kingdom,Weekday,1445.61,327,162,,0.5124998181264846,True,False
548627,2011-04-01 12:19:00,2011-04,United Kingdom,United Kingdom,Weekday,1445.6000000000001,3080,5,16333,0.5124942013092001,True,False
547822,2011-03-25 14:53:00,2011-03,Germany,International,Weekday,1444.8,522,49,12668,0.5120448559264313,True,False
549835,2011-04-12 13:24:00,2011-04,United Kingdom,United Kingdom,Weekday,1444.66,990,20,17511,0.5119662204844468,True,False
569342,2011-10-03 14:20:00,2011-10,United Kingdom,United Kingdom,Weekday,1441.2,1160,3,16013,0.5100228017039722,True,False
552819,2011-05-11 12:50:00,2011-05,United Kingdom,United Kingdom,Weekday,1440.96,688,23,16652,0.5098879980891415,True,False
555368,2011-06-02 14:30:00,2011-06,United Kingdom,United Kingdom,Weekday,1440.9,398,80,13437,0.509854297185434,True,False
539578,2010-12-20 12:45:00,2010-12,United Kingdom,United Kingdom,Weekday,1440.0,3600,6,13027,0.5093487836298191,True,False
549524,2011-04-08 15:41:00,2011-04,United Kingdom,United Kingdom,Weekday,1439.48,395,173,,0.5090567091310194,True,False
577748,2011-11-21 14:24:00,2011-11,United Kingdom,United Kingdom,Weekday,1437.5,828,49,15159,0.5079445793086669,True,False
555382,2011-06-02 14:46:00,2011-06,United Kingdom,United Kingdom,Weekday,1437.12,728,5,17133,0.5077311402518517,True,False
580153,2011-12-02 10:23:00,2011-12,Portugal,International,Weekday,1436.93,1032,48,12762,0.5076244207234442,True,False
564150,2011-08-23 12:30:00,2011-08,Channel Islands,International,Weekday,1436.49,572,57,14936,0.5073772807629214,True,False
557938,2011-06-23 15:35:00,2011-06,United Kingdom,United Kingdom,Weekday,1435.1799999999998,376,192,,0.5066414776986375,True,False
562587,2011-08-07 14:34:00,2011-08,United Kingdom,United Kingdom,Weekend,1434.71,843,55,15640,0.506377487286261,True,False
543826,2011-02-14 09:41:00,2011-02,United Kingdom,United Kingdom,Weekday,1434.66,325,182,,0.506349403199838,True,False
573261,2011-10-28 12:32:00,2011-10,United Kingdom,United Kingdom,Weekday,1434.24,1992,1,17949,0.5061134968738844,True,False
556459,2011-06-10 17:25:00,2011-06,United Kingdom,United Kingdom,Weekday,1434.03,354,173,,0.5059955437109076,True,False
572337,2011-10-24 10:30:00,2011-10,United Kingdom,United Kingdom,Weekday,1434.0,1100,11,14607,0.5059786932590538,True,False
566602,2011-09-13 16:05:00,2011-09,United Kingdom,United Kingdom,Weekday,1433.66,393,199,,0.5057877214713771,True,False
563900,2011-08-21 11:05:00,2011-08,Channel Islands,International,Weekend,1432.0,800,4,14566,0.504855329802132,True,False
539102,2010-12-16 10:37:00,2010-12,United Kingdom,United Kingdom,Weekday,1431.6,984,4,16029,0.5046306571107476,True,False
540999,2011-01-13 10:08:00,2011-01,United Kingdom,United Kingdom,Weekday,1431.28,1128,18,13694,0.5044509189576402,True,False
559948,2011-07-14 10:41:00,2011-07,Israel,International,Weekday,1430.75,633,27,12653,0.5041532276415559,True,False
546406,2011-03-11 16:21:00,2011-03,United Kingdom,United Kingdom,Weekday,1429.9099999999999,378,156,,0.5036814149896487,True,False
540464,2011-01-07 13:17:00,2011-01,United Kingdom,United Kingdom,Weekday,1429.9,1070,52,14298,0.5036757981723642,True,False
544323,2011-02-17 15:51:00,2011-02,United Kingdom,United Kingdom,Weekday,1429.07,332,169,,0.5032096023377416,True,False
567667,2011-09-21 15:24:00,2011-09,United Kingdom,United Kingdom,Weekday,1427.3999999999999,377,203,,0.5022715938512119,True,False
554511,2011-05-24 15:52:00,2011-05,United Kingdom,United Kingdom,Weekday,1425.3799999999999,343,169,,0.5011369967597209,True,False
564760,2011-08-30 10:47:00,2011-08,United Kingdom,United Kingdom,Weekday,1424.23,352,188,,0.500491062771991,True,False
565232,2011-09-02 09:30:00,2011-09,United Kingdom,United Kingdom,Weekday,1423.1,312,199,,0.4998563624188301,True,False
574962,2011-11-08 10:26:00,2011-11,United Kingdom,United Kingdom,Weekday,1421.67,989,37,15194,0.4990531575471311,True,False
550159,2011-04-14 15:46:00,2011-04,United Kingdom,United Kingdom,Weekday,1420.98,662,14,14062,0.49866559715449305,True,False
545217,2011-02-28 16:59:00,2011-02,United Kingdom,United Kingdom,Weekday,1420.78,356,166,,0.49855326080880086,True,False
576180,2011-11-14 11:11:00,2011-11,United Kingdom,United Kingdom,Weekday,1419.5800000000002,946,9,13694,0.4978792427346479,True,False
569700,2011-10-05 15:56:00,2011-10,United Kingdom,United Kingdom,Weekday,1417.55,355,217,,0.4967390288258722,True,False
551340,2011-04-27 17:23:00,2011-04,United Kingdom,United Kingdom,Weekday,1416.36,357,132,,0.49607062756900366,True,False
569385,2011-10-03 16:48:00,2011-10,United Kingdom,United Kingdom,Weekday,1416.0,200,1,14031,0.4958684221467578,True,False
569388,2011-10-03 16:50:00,2011-10,United Kingdom,United Kingdom,Weekday,1416.0,200,1,14031,0.4958684221467578,True,False
574276,2011-11-03 14:39:00,2011-11,United Kingdom,United Kingdom,Weekday,1415.92,832,5,17857,0.495823487608481,True,False
572186,2011-10-21 10:55:00,2011-10,United Kingdom,United Kingdom,Weekday,1414.99,607,49,16497,0.4953011236010123,True,False
565460,2011-09-05 09:24:00,2011-09,United Kingdom,United Kingdom,Weekday,1414.64,2300,55,16843,0.49510453499605106,True,False
553686,2011-05-18 13:58:00,2011-05,EIRE,International,Weekday,1414.36,636,60,14911,0.4949472641120819,True,False
561214,2011-07-25 17:00:00,2011-07,United Kingdom,United Kingdom,Weekday,1412.75,379,164,,0.49404295652925995,True,False
550527,2011-04-19 10:48:00,2011-04,Germany,International,Weekday,1411.67,628,51,12476,0.4934363402625222,True,False
569407,2011-10-04 09:12:00,2011-10,United Kingdom,United Kingdom,Weekday,1410.26,426,14,15694,0.4926443690253923,True,False
550541,2011-04-19 11:33:00,2011-04,United Kingdom,United Kingdom,Weekday,1407.93,382,163,,0.4913356505980785,True,False
547796,2011-03-25 12:34:00,2011-03,Netherlands,International,Weekday,1407.86,731,13,14646,0.49129633287708613,True,False
548664,2011-04-01 14:45:00,2011-04,EIRE,International,Weekday,1407.19,713,67,14911,0.4909200061190174,True,False
575915,2011-11-11 16:33:00,2011-11,United Kingdom,United Kingdom,Weekday,1405.2,456,9,15903,0.4898022594793803,True,False
555923,2011-06-07 17:09:00,2011-06,United Kingdom,United Kingdom,Weekday,1403.3799999999999,387,149,,0.48877999873358136,True,False
552520,2011-05-09 16:34:00,2011-05,United Kingdom,United Kingdom,Weekday,1401.3799999999999,357,148,,0.4876566352766596,True,False
552702,2011-05-10 16:00:00,2011-05,United Kingdom,United Kingdom,Weekday,1400.53,493,140,,0.4871792058074679,True,False
545667,2011-03-04 16:07:00,2011-03,United Kingdom,United Kingdom,Weekday,1397.75,354,187,,0.48561773060234664,True,False
570218,2011-10-09 12:20:00,2011-10,United Kingdom,United Kingdom,Weekend,1397.32,780,50,16873,0.4853762074591084,True,False
581098,2011-12-07 11:42:00,2011-12,EIRE,International,Weekday,1396.96,572,51,14911,0.48517400203686256,True,False
563098,2011-08-12 09:14:00,2011-08,EIRE,International,Weekday,1396.66,554,41,14911,0.48500549751832434,True,False
545466,2011-03-03 09:26:00,2011-03,United Kingdom,United Kingdom,Weekday,1396.0,200,1,18102,0.4846347875775401,True,False
569383,2011-10-03 16:46:00,2011-10,United Kingdom,United Kingdom,Weekday,1395.09,1127,63,15159,0.4841236572046406,True,False
563745,2011-08-19 09:38:00,2011-08,United Kingdom,United Kingdom,Weekday,1394.58,1140,61,15159,0.4838371995231256,True,False
538515,2010-12-12 14:43:00,2010-12,United Kingdom,United Kingdom,Weekend,1393.56,564,13,17937,0.4832642841600955,True,False
556751,2011-06-14 12:09:00,2011-06,United Kingdom,United Kingdom,Weekday,1393.48,748,13,15251,0.4832193496218187,True,False
571945,2011-10-20 10:34:00,2011-10,United Kingdom,United Kingdom,Weekday,1393.06,1006,15,17354,0.48298344329586507,True,False
554642,2011-05-25 12:19:00,2011-05,Netherlands,International,Weekday,1392.0,960,1,14646,0.48238806066369655,True,False
545288,2011-03-01 11:48:00,2011-03,United Kingdom,United Kingdom,Weekday,1390.06,1003,33,15311,0.4812983981104824,True,False
573420,2011-10-31 09:48:00,2011-10,United Kingdom,United Kingdom,Weekday,1389.05,601,35,18223,0.4807310995647369,True,False
562716,2011-08-08 15:35:00,2011-08,United Kingdom,United Kingdom,Weekday,1388.92,628,37,14257,0.48065808094003704,True,False
551995,2011-05-05 15:42:00,2011-05,United Kingdom,United Kingdom,Weekday,1388.59,452,202,,0.48047272596964485,True,False
552493,2011-05-09 16:21:00,2011-05,United Kingdom,United Kingdom,Weekday,1388.46,364,137,,0.480399707344945,True,False
563954,2011-08-22 10:59:00,2011-08,United Kingdom,United Kingdom,Weekday,1388.27,613,31,16652,0.48029298781653745,True,False
565181,2011-09-01 15:52:00,2011-09,United Kingdom,United Kingdom,Weekday,1386.0,1368,6,17381,0.47901797029293125,True,False
548191,2011-03-29 15:20:00,2011-03,United Kingdom,United Kingdom,Weekday,1385.1299999999999,357,168,,0.4785293071891702,True,False
553661,2011-05-18 11:59:00,2011-05,United Kingdom,United Kingdom,Weekday,1384.25,534,32,13572,0.4780350272681247,True,False
558310,2011-06-28 11:20:00,2011-06,United Kingdom,United Kingdom,Weekday,1382.88,656,3,16671,0.47726552330013333,True,False
537604,2010-12-07 13:01:00,2010-12,United Kingdom,United Kingdom,Weekday,1381.92,516,45,13488,0.47672630884081085,True,False
552851,2011-05-11 15:07:00,2011-05,France,International,Weekday,1381.3,734,23,12731,0.47637806616916506,True,False
543976,2011-02-14 15:26:00,2011-02,United Kingdom,United Kingdom,Weekday,1380.4,664,4,13089,0.4758725526135503,True,False
551868,2011-05-04 16:29:00,2011-05,Spain,International,Weekday,1380.11,747,41,12540,0.47570966491229655,True,False
555158,2011-06-01 08:38:00,2011-06,United Kingdom,United Kingdom,Weekday,1378.48,628,76,14842,0.47479412369490537,True,False
569844,2011-10-06 13:30:00,2011-10,Germany,International,Weekday,1377.55,856,62,12626,0.47427175968743673,True,False
571824,2011-10-19 11:49:00,2011-10,Germany,International,Weekday,1376.43,923,80,12472,0.4736426761515606,True,False
545340,2011-03-02 08:41:00,2011-03,United Kingdom,United Kingdom,Weekday,1375.24,786,69,15416,0.47297427489469207,True,False
540357,2011-01-06 15:14:00,2011-01,United Kingdom,United Kingdom,Weekday,1374.46,1171,42,13093,0.4725361631464926,True,False
573846,2011-11-01 11:39:00,2011-11,United Kingdom,United Kingdom,Weekday,1374.26,570,8,14866,0.4724238268008004,True,False
553574,2011-05-18 09:59:00,2011-05,United Kingdom,United Kingdom,Weekday,1373.46,1710,15,16422,0.4719744814180317,True,False
579784,2011-11-30 15:27:00,2011-11,United Kingdom,United Kingdom,Weekday,1371.6,936,8,14258,0.4709297534030944,True,False
537224,2010-12-05 16:24:00,2010-12,United Kingdom,United Kingdom,Weekend,1369.06,674,122,13174,0.46950308181280376,True,False
536851,2010-12-03 09:49:00,2010-12,United Kingdom,United Kingdom,Weekday,1368.4,360,15,12967,0.46913237187201967,True,False
542003,2011-01-25 11:07:00,2011-01,United Kingdom,United Kingdom,Weekday,1368.38,602,25,15311,0.4691211382374505,True,False
550906,2011-04-21 12:34:00,2011-04,United Kingdom,United Kingdom,Weekday,1368.16,2460,59,14298,0.4689975682571891,True,False
574733,2011-11-06 15:17:00,2011-11,United Kingdom,United Kingdom,Weekend,1366.91,733,57,17082,0.46829546609661293,True,False
555924,2011-06-07 17:12:00,2011-06,United Kingdom,United Kingdom,Weekday,1366.71,340,144,,0.46818312975092075,True,False
