invoice_no,invoice_date,invoice_month,country,market_group,day_type,invoice_total,total_units,distinct_items,customer_id
560772,2011-07-20 16:12:00,2011-07,United Kingdom,United Kingdom,Weekday,3105.08,1345,449,
560773,2011-07-20 16:17:00,2011-07,United Kingdom,United Kingdom,Weekday,2330.17,847,334,
560775,2011-07-20 17:24:00,2011-07,United Kingdom,United Kingdom,Weekday,1.25,1,1,
560776,2011-07-21 08:44:00,2011-07,United Kingdom,United Kingdom,Weekday,408.25,341,28,13995
560777,2011-07-21 09:30:00,2011-07,United Kingdom,United Kingdom,Weekday,353.52,58,35,
560778,2011-07-21 09:30:00,2011-07,United Kingdom,United Kingdom,Weekday,332.89,52,28,
560779,2011-07-21 09:30:00,2011-07,United Kingdom,United Kingdom,Weekday,895.16,129,49,
560780,2011-07-21 09:31:00,2011-07,United Kingdom,United Kingdom,Weekday,806.67,128,60,
560781,2011-07-21 09:43:00,2011-07,United Kingdom,United Kingdom,Weekday,353.02,155,8,13969
560782,2011-07-21 10:10:00,2011-07,United Kingdom,United Kingdom,Weekday,337.93,317,26,14769
560783,2011-07-21 10:24:00,2011-07,European Community,International,Weekday,676.8,335,29,15108
560790,2011-07-21 10:29:00,2011-07,United Kingdom,United Kingdom,Weekday,902.4,168,8,14051
560791,2011-07-21 10:30:00,2011-07,United Kingdom,United Kingdom,Weekday,96.89,109,7,14688
560792,2011-07-21 10:32:00,2011-07,United Kingdom,United Kingdom,Weekday,685.5,110,7,15189
560805,2011-07-21 10:44:00,2011-07,United Kingdom,United Kingdom,Weekday,120.0,68,5,14259
560807,2011-07-21 10:44:00,2011-07,United Kingdom,United Kingdom,Weekday,480.18,308,29,18143
560820,2011-07-21 10:59:00,2011-07,United Kingdom,United Kingdom,Weekday,146.66,127,11,17811
560821,2011-07-21 11:17:00,2011-07,United Kingdom,United Kingdom,Weekday,109.44999999999999,11,2,17848
560824,2011-07-21 11:23:00,2011-07,United Kingdom,United Kingdom,Weekday,134.57,77,26,17935
560826,2011-07-21 11:30:00,2011-07,United Kingdom,United Kingdom,Weekday,495.24,412,7,18073
560827,2011-07-21 11:42:00,2011-07,United Kingdom,United Kingdom,Weekday,252.45,73,14,14517
560828,2011-07-21 11:55:00,2011-07,United Kingdom,United Kingdom,Weekday,1088.86,2316,65,14298
560829,2011-07-21 12:00:00,2011-07,United Kingdom,United Kingdom,Weekday,283.12,184,15,17694
560833,2011-07-21 12:14:00,2011-07,United Kingdom,United Kingdom,Weekday,176.31,60,31,16891
560834,2011-07-21 12:15:00,2011-07,United Kingdom,United Kingdom,Weekday,484.40000000000003,204,11,16523
560839,2011-07-21 12:23:00,2011-07,United Kingdom,United Kingdom,Weekday,121.54,23,12,14527
560841,2011-07-21 12:25:00,2011-07,United Kingdom,United Kingdom,Weekday,2569.55,2169,99,14298
560843,2011-07-21 12:27:00,2011-07,United Kingdom,United Kingdom,Weekday,99.0,60,1,14298
560844,2011-07-21 12:28:00,2011-07,United Kingdom,United Kingdom,Weekday,74.88,24,2,14298
560845,2011-07-21 12:29:00,2011-07,United Kingdom,United Kingdom,Weekday,301.26,202,21,15570
560853,2011-07-21 12:33:00,2011-07,United Kingdom,United Kingdom,Weekday,445.7,248,33,15311
560854,2011-07-21 12:46:00,2011-07,United Kingdom,United Kingdom,Weekday,473.09999999999997,300,16,13098
560856,2011-07-21 13:06:00,2011-07,United Kingdom,United Kingdom,Weekday,421.7,431,27,16607
560858,2011-07-21 13:25:00,2011-07,United Kingdom,United Kingdom,Weekday,295.79999999999995,100,2,14403
560859,2011-07-21 13:28:00,2011-07,United Kingdom,United Kingdom,Weekday,87.30000000000001,37,8,13668
560861,2011-07-21 13:37:00,2011-07,United Kingdom,United Kingdom,Weekday,178.75,121,37,17660
560862,2011-07-21 13:48:00,2011-07,United Kingdom,United Kingdom,Weekday,287.83,209,43,14085
560863,2011-07-21 13:53:00,2011-07,United Kingdom,United Kingdom,Weekday,104.28,57,27,12748
560864,2011-07-21 13:54:00,2011-07,United Kingdom,United Kingdom,Weekday,475.36,680,24,14407
560865,2011-07-21 14:00:00,2011-07,United Kingdom,United Kingdom,Weekday,31.8,4,1,
560868,2011-07-21 14:14:00,2011-07,United Kingdom,United Kingdom,Weekday,82.92,23,23,14866
560870,2011-07-21 14:34:00,2011-07,United Kingdom,United Kingdom,Weekday,375.26,314,18,13157
560871,2011-07-21 14:40:00,2011-07,United Kingdom,United Kingdom,Weekday,20.8,10,1,14745
560872,2011-07-21 14:41:00,2011-07,United Kingdom,United Kingdom,Weekday,338.03,269,19,14745
560873,2011-07-21 14:52:00,2011-07,United Kingdom,United Kingdom,Weekday,563.07,309,7,13881
560875,2011-07-21 15:12:00,2011-07,United Kingdom,United Kingdom,Weekday,606.46,294,29,13562
560876,2011-07-21 15:14:00,2011-07,Germany,International,Weekday,1159.06,522,36,12626
560878,2011-07-21 15:16:00,2011-07,United Kingdom,United Kingdom,Weekday,201.18,138,40,14410
560879,2011-07-21 15:23:00,2011-07,United Kingdom,United Kingdom,Weekday,64.02,62,5,16654
560881,2011-07-21 15:45:00,2011-07,United Kingdom,United Kingdom,Weekday,56.3,18,9,17965
560882,2011-07-21 15:47:00,2011-07,United Kingdom,United Kingdom,Weekday,312.59000000000003,148,19,17213
560883,2011-07-21 16:10:00,2011-07,United Kingdom,United Kingdom,Weekday,452.71000000000004,793,13,13694
560884,2011-07-21 16:12:00,2011-07,United Kingdom,United Kingdom,Weekday,890.0,600,7,13694
560885,2011-07-21 16:20:00,2011-07,United Kingdom,United Kingdom,Weekday,189.26,206,13,16188
560886,2011-07-21 16:27:00,2011-07,United Kingdom,United Kingdom,Weekday,675.0,100,1,16041
560887,2011-07-21 16:28:00,2011-07,United Kingdom,United Kingdom,Weekday,2064.8,944,4,16041
560888,2011-07-21 16:33:00,2011-07,United Kingdom,United Kingdom,Weekday,352.46000000000004,138,16,15380
560891,2011-07-21 17:02:00,2011-07,United Kingdom,United Kingdom,Weekday,254.38,262,19,15106
560892,2011-07-21 17:08:00,2011-07,United Kingdom,United Kingdom,Weekday,877.36,498,35,13089
560893,2011-07-21 17:08:00,2011-07,United Kingdom,United Kingdom,Weekday,310.34000000000003,206,18,13804
560894,2011-07-21 17:09:00,2011-07,EIRE,International,Weekday,751.75,269,19,14911
560895,2011-07-21 17:12:00,2011-07,United Kingdom,United Kingdom,Weekday,1021.9200000000001,841,41,13089
560896,2011-07-21 17:26:00,2011-07,United Kingdom,United Kingdom,Weekday,301.03,125,19,15623
560897,2011-07-21 17:26:00,2011-07,United Kingdom,United Kingdom,Weekday,139.20000000000002,48,2,12971
560900,2011-07-21 17:33:00,2011-07,United Kingdom,United Kingdom,Weekday,3.79,3,3,
560901,2011-07-21 17:39:00,2011-07,Germany,International,Weekday,746.5699999999999,304,32,12476
560906,2011-07-21 17:55:00,2011-07,United Kingdom,United Kingdom,Weekday,173.8,52,10,15827
560908,2011-07-21 17:56:00,2011-07,United Kingdom,United Kingdom,Weekday,86.24,80,5,15827
560911,2011-07-21 18:00:00,2011-07,United Kingdom,United Kingdom,Weekday,41.1,23,9,17961
560913,2011-07-21 18:07:00,2011-07,United Kingdom,United Kingdom,Weekday,4.25,1,1,17961
560914,2011-07-21 18:08:00,2011-07,United Kingdom,United Kingdom,Weekday,310.93,130,16,17175
560915,2011-07-21 18:19:00,2011-07,United Kingdom,United Kingdom,Weekday,308.6,156,16,13313
560916,2011-07-21 18:19:00,2011-07,EIRE,International,Weekday,325.64,229,10,14911
560917,2011-07-21 18:21:00,2011-07,United Kingdom,United Kingdom,Weekday,833.85,109,1,17949
560918,2011-07-21 18:27:00,2011-07,United Kingdom,United Kingdom,Weekday,813.89,567,42,14849
560919,2011-07-21 18:31:00,2011-07,United Kingdom,United Kingdom,Weekday,430.0,100,1,15971
560920,2011-07-21 18:36:00,2011-07,United Kingdom,United Kingdom,Weekday,385.52,149,17,15370
560921,2011-07-21 19:17:00,2011-07,United Kingdom,United Kingdom,Weekday,322.67,313,22,16224
560922,2011-07-21 19:34:00,2011-07,EIRE,International,Weekday,260.9,147,12,14911
560924,2011-07-22 09:01:00,2011-07,United Kingdom,United Kingdom,Weekday,647.9200000000001,472,4,15061
560925,2011-07-22 09:02:00,2011-07,United Kingdom,United Kingdom,Weekday,1665.1999999999998,336,10,15061
560926,2011-07-22 09:20:00,2011-07,United Kingdom,United Kingdom,Weekday,3814.99,1561,438,
560927,2011-07-22 09:55:00,2011-07,United Kingdom,United Kingdom,Weekday,572.9300000000001,202,21,13078
560928,2011-07-22 10:00:00,2011-07,United Kingdom,United Kingdom,Weekday,425.96,266,21,14852
560929,2011-07-22 10:06:00,2011-07,United Kingdom,United Kingdom,Weekday,53.79,27,5,16866
560930,2011-07-22 10:23:00,2011-07,United Kingdom,United Kingdom,Weekday,325.44,420,26,15829
560931,2011-07-22 10:25:00,2011-07,United Kingdom,United Kingdom,Weekday,175.04999999999998,52,6,16365
560934,2011-07-22 10:48:00,2011-07,United Kingdom,United Kingdom,Weekday,374.28,272,14,16722
560937,2011-07-22 10:52:00,2011-07,United Kingdom,United Kingdom,Weekday,213.67,122,57,17920
560938,2011-07-22 11:16:00,2011-07,United Kingdom,United Kingdom,Weekday,1584.36,324,58,
560942,2011-07-22 11:31:00,2011-07,United Kingdom,United Kingdom,Weekday,164.92,134,32,15005
560972,2011-07-22 11:44:00,2011-07,United Kingdom,United Kingdom,Weekday,438.5,138,15,14209
560974,2011-07-22 11:55:00,2011-07,United Kingdom,United Kingdom,Weekday,508.25,275,26,14426
560975,2011-07-22 11:56:00,2011-07,United Kingdom,United Kingdom,Weekday,167.4,100,8,14426
560976,2011-07-22 12:08:00,2011-07,United Kingdom,United Kingdom,Weekday,83.7,126,6,18146
560977,2011-07-22 12:09:00,2011-07,United Kingdom,United Kingdom,Weekday,422.40000000000003,308,14,16839
560978,2011-07-22 12:20:00,2011-07,United Kingdom,United Kingdom,Weekday,480.62,446,21,15815
560979,2011-07-22 12:21:00,2011-07,United Kingdom,United Kingdom,Weekday,310.36,372,18,15232
560980,2011-07-22 12:41:00,2011-07,United Kingdom,United Kingdom,Weekday,318.8,88,3,16107
560988,2011-07-22 13:17:00,2011-07,United Kingdom,United Kingdom,Weekday,356.0,62,5,15854
560989,2011-07-22 13:20:00,2011-07,United Kingdom,United Kingdom,Weekday,748.14,346,41,15704
560991,2011-07-22 13:29:00,2011-07,Norway,International,Weekday,890.0699999999999,586,49,12438
560992,2011-07-22 13:31:00,2011-07,United Kingdom,United Kingdom,Weekday,224.94,70,9,18161
560993,2011-07-22 13:32:00,2011-07,United Kingdom,United Kingdom,Weekday,20.1,6,6,
560994,2011-07-22 13:35:00,2011-07,United Kingdom,United Kingdom,Weekday,38.16,20,2,15704
560995,2011-07-22 13:48:00,2011-07,United Kingdom,United Kingdom,Weekday,5.84,6,3,
560996,2011-07-22 13:53:00,2011-07,United Kingdom,United Kingdom,Weekday,685.1,465,98,17625
560997,2011-07-22 13:59:00,2011-07,Germany,International,Weekday,768.02,426,40,12627
560998,2011-07-22 14:07:00,2011-07,United Kingdom,United Kingdom,Weekday,214.62,110,14,14243
560999,2011-07-22 14:13:00,2011-07,United Kingdom,United Kingdom,Weekday,62.5,46,22,
561000,2011-07-22 14:16:00,2011-07,United Kingdom,United Kingdom,Weekday,3.3,2,1,
561001,2011-07-22 14:23:00,2011-07,United Kingdom,United Kingdom,Weekday,311.07,149,7,16711
561002,2011-07-22 14:39:00,2011-07,United Kingdom,United Kingdom,Weekday,325.44,96,1,13750
561003,2011-07-22 14:41:00,2011-07,United Kingdom,United Kingdom,Weekday,23.8,4,1,13079
561004,2011-07-22 14:47:00,2011-07,United Kingdom,United Kingdom,Weekday,304.87,89,8,15189
561005,2011-07-22 14:53:00,2011-07,United Kingdom,United Kingdom,Weekday,134.44,86,21,17961
561006,2011-07-22 15:02:00,2011-07,United Kingdom,United Kingdom,Weekday,469.90000000000003,232,26,16161
561007,2011-07-22 15:21:00,2011-07,United Kingdom,United Kingdom,Weekday,649.46,520,29,15640
561008,2011-07-22 15:43:00,2011-07,United Kingdom,United Kingdom,Weekday,185.70000000000002,96,12,18150
561009,2011-07-22 16:03:00,2011-07,United Kingdom,United Kingdom,Weekday,489.6,484,15,15856
561010,2011-07-22 16:04:00,2011-07,United Kingdom,United Kingdom,Weekday,149.48,182,13,18262
561020,2011-07-22 17:21:00,2011-07,United Kingdom,United Kingdom,Weekday,310.88,146,39,13563
561021,2011-07-24 10:03:00,2011-07,United Kingdom,United Kingdom,Weekend,320.71,61,5,15465
561022,2011-07-24 10:24:00,2011-07,United Kingdom,United Kingdom,Weekend,282.66,266,20,14800
561023,2011-07-24 10:30:00,2011-07,United Kingdom,United Kingdom,Weekend,354.24,144,3,13576
561024,2011-07-24 10:35:00,2011-07,United Kingdom,United Kingdom,Weekend,693.37,263,26,12916
561025,2011-07-24 10:37:00,2011-07,United Kingdom,United Kingdom,Weekend,196.28,93,71,16241
561026,2011-07-24 10:49:00,2011-07,United Kingdom,United Kingdom,Weekend,172.17,175,46,17265
561027,2011-07-24 10:54:00,2011-07,United Kingdom,United Kingdom,Weekend,1468.3600000000001,778,12,13802
561028,2011-07-24 11:06:00,2011-07,United Kingdom,United Kingdom,Weekend,319.85,228,24,17769
561029,2011-07-24 11:25:00,2011-07,France,International,Weekend,412.93,236,24,12490
561030,2011-07-24 11:25:00,2011-07,United Kingdom,United Kingdom,Weekend,265.87,149,23,16407
561031,2011-07-24 11:32:00,2011-07,United Kingdom,United Kingdom,Weekend,307.8,412,5,13461
561032,2011-07-24 11:37:00,2011-07,United Kingdom,United Kingdom,Weekend,390.7,62,6,13029
561033,2011-07-24 11:40:00,2011-07,United Kingdom,United Kingdom,Weekend,383.12,319,26,14443
561034,2011-07-24 11:45:00,2011-07,United Kingdom,United Kingdom,Weekend,208.77,144,45,15506
561035,2011-07-24 11:52:00,2011-07,United Kingdom,United Kingdom,Weekend,244.79999999999998,96,1,17312
561036,2011-07-24 11:54:00,2011-07,United Kingdom,United Kingdom,Weekend,290.46,156,68,13137
561037,2011-07-24 11:55:00,2011-07,Germany,International,Weekend,612.1,472,43,12472
561038,2011-07-24 11:58:00,2011-07,United Kingdom,United Kingdom,Weekend,112.0,20,13,17114
561039,2011-07-24 12:02:00,2011-07,United Kingdom,United Kingdom,Weekend,452.42,598,8,16525
561040,2011-07-24 12:05:00,2011-07,Australia,International,Weekend,505.46,214,20,12431
561042,2011-07-24 12:18:00,2011-07,United Kingdom,United Kingdom,Weekend,361.21999999999997,256,22,16305
561043,2011-07-24 12:20:00,2011-07,United Kingdom,United Kingdom,Weekend,632.13,234,44,15708
561044,2011-07-24 12:26:00,2011-07,United Kingdom,United Kingdom,Weekend,357.4,122,6,13831
561045,2011-07-24 12:29:00,2011-07,United Kingdom,United Kingdom,Weekend,124.71,183,8,17522
561046,2011-07-24 12:33:00,2011-07,United Kingdom,United Kingdom,Weekend,452.0,340,6,16218
561047,2011-07-24 12:46:00,2011-07,United Kingdom,United Kingdom,Weekend,194.48,1368,9,16948
561048,2011-07-24 12:51:00,2011-07,United Kingdom,United Kingdom,Weekend,761.76,384,5,12939
561049,2011-07-24 13:03:00,2011-07,United Kingdom,United Kingdom,Weekend,147.12,216,3,12864
561050,2011-07-24 13:06:00,2011-07,United Kingdom,United Kingdom,Weekend,403.05,466,30,16558
561051,2011-07-24 13:11:00,2011-07,United Kingdom,United Kingdom,Weekend,7138.12,3312,28,16684
561052,2011-07-24 13:12:00,2011-07,United Kingdom,United Kingdom,Weekend,711.84,624,5,16684
561053,2011-07-24 13:13:00,2011-07,United Kingdom,United Kingdom,Weekend,324.0,840,2,16684
561054,2011-07-24 13:13:00,2011-07,United Kingdom,United Kingdom,Weekend,426.22,174,13,18229
561055,2011-07-24 13:14:00,2011-07,United Kingdom,United Kingdom,Weekend,201.6,480,1,16684
561056,2011-07-24 13:17:00,2011-07,United Kingdom,United Kingdom,Weekend,133.76,120,8,13477
561057,2011-07-24 13:18:00,2011-07,United Kingdom,United Kingdom,Weekend,11.22,5,2,17935
561058,2011-07-24 13:26:00,2011-07,United Kingdom,United Kingdom,Weekend,373.1,78,11,17724
561060,2011-07-24 13:30:00,2011-07,United Kingdom,United Kingdom,Weekend,229.14,178,17,17703
561062,2011-07-24 13:56:00,2011-07,United Kingdom,United Kingdom,Weekend,19.5,6,1,16668
561063,2011-07-24 14:12:00,2011-07,Japan,International,Weekend,174.0,120,2,12763
561064,2011-07-24 14:16:00,2011-07,United Kingdom,United Kingdom,Weekend,136.60000000000002,17,6,18109
561065,2011-07-24 14:18:00,2011-07,United Kingdom,United Kingdom,Weekend,101.05,15,6,14180
561066,2011-07-24 14:21:00,2011-07,United Kingdom,United Kingdom,Weekend,206.25,296,40,16710
561067,2011-07-24 14:26:00,2011-07,United Kingdom,United Kingdom,Weekend,99.96,84,3,14397
561068,2011-07-24 14:33:00,2011-07,United Kingdom,United Kingdom,Weekend,501.14,291,30,13116
561070,2011-07-24 15:23:00,2011-07,United Kingdom,United Kingdom,Weekend,136.65,57,7,16782
561071,2011-07-24 15:39:00,2011-07,United Kingdom,United Kingdom,Weekend,440.26,328,17,14057
561072,2011-07-24 15:39:00,2011-07,United Kingdom,United Kingdom,Weekend,384.29,233,25,14019
561073,2011-07-24 15:46:00,2011-07,United Kingdom,United Kingdom,Weekend,1104.31,589,24,13408
561074,2011-07-24 15:46:00,2011-07,United Kingdom,United Kingdom,Weekend,303.75,137,15,13037
561075,2011-07-24 15:51:00,2011-07,United Kingdom,United Kingdom,Weekend,185.0,116,11,16458
561076,2011-07-24 15:52:00,2011-07,United Kingdom,United Kingdom,Weekend,402.08000000000004,152,13,17696
561077,2011-07-24 15:53:00,2011-07,United Kingdom,United Kingdom,Weekend,868.49,399,52,17649
561078,2011-07-24 16:05:00,2011-07,United Kingdom,United Kingdom,Weekend,197.9,94,8,16178
561079,2011-07-24 16:12:00,2011-07,United Kingdom,United Kingdom,Weekend,385.75,249,51,13956
561080,2011-07-24 16:13:00,2011-07,United Kingdom,United Kingdom,Weekend,302.54,92,48,
561081,2011-07-24 16:15:00,2011-07,United Kingdom,United Kingdom,Weekend,148.96,108,25,13230
561082,2011-07-24 16:18:00,2011-07,United Kingdom,United Kingdom,Weekend,5.04,12,1,13230
561084,2011-07-25 08:50:00,2011-07,United Kingdom,United Kingdom,Weekday,265.27,281,21,14948
561085,2011-07-25 09:26:00,2011-07,United Kingdom,United Kingdom,Weekday,929.53,551,50,14367
561087,2011-07-25 09:48:00,2011-07,United Kingdom,United Kingdom,Weekday,261.41999999999996,214,14,15144
561088,2011-07-25 09:50:00,2011-07,United Kingdom,United Kingdom,Weekday,62.400000000000006,30,3,15144
561089,2011-07-25 09:50:00,2011-07,United Kingdom,United Kingdom,Weekday,106.45000000000002,39,6,17579
561090,2011-07-25 09:55:00,2011-07,United Kingdom,United Kingdom,Weekday,180.98,24,19,
561091,2011-07-25 09:55:00,2011-07,United Kingdom,United Kingdom,Weekday,217.44,70,22,
561092,2011-07-25 09:58:00,2011-07,United Kingdom,United Kingdom,Weekday,288.5,195,19,17054
561093,2011-07-25 10:01:00,2011-07,Spain,International,Weekday,1358.3899999999999,649,47,12540
561094,2011-07-25 10:04:00,2011-07,Germany,International,Weekday,513.64,410,33,12474
561095,2011-07-25 10:19:00,2011-07,United Kingdom,United Kingdom,Weekday,449.73,181,15,17040
561096,2011-07-25 10:28:00,2011-07,United Kingdom,United Kingdom,Weekday,273.8,156,13,16099
561097,2011-07-25 10:47:00,2011-07,United Kingdom,United Kingdom,Weekday,397.2,196,13,15981
561098,2011-07-25 10:56:00,2011-07,United Kingdom,United Kingdom,Weekday,558.49,193,26,14194
561099,2011-07-25 11:01:00,2011-07,United Kingdom,United Kingdom,Weekday,191.95000000000002,63,24,14100
561100,2011-07-25 11:01:00,2011-07,United Kingdom,United Kingdom,Weekday,322.53000000000003,435,29,15289
561101,2011-07-25 11:05:00,2011-07,United Kingdom,United Kingdom,Weekday,241.92,336,1,16013
561102,2011-07-25 11:17:00,2011-07,Denmark,International,Weekday,376.24,241,17,12412
561105,2011-07-25 11:36:00,2011-07,United Kingdom,United Kingdom,Weekday,414.25,195,16,15218
561106,2011-07-25 11:37:00,2011-07,United Kingdom,United Kingdom,Weekday,520.23,267,26,14246
561109,2011-07-25 11:43:00,2011-07,United Kingdom,United Kingdom,Weekday,298.2,212,3,15218
561111,2011-07-25 11:49:00,2011-07,United Kingdom,United Kingdom,Weekday,734.0,376,5,16422
561112,2011-07-25 11:53:00,2011-07,United Kingdom,United Kingdom,Weekday,124.44,34,29,14606
561113,2011-07-25 12:09:00,2011-07,United Kingdom,United Kingdom,Weekday,816.3,833,105,17841
561114,2011-07-25 12:12:00,2011-07,United Kingdom,United Kingdom,Weekday,294.9,418,20,14775
561115,2011-07-25 12:12:00,2011-07,United Kingdom,United Kingdom,Weekday,252.4,113,8,17675
561116,2011-07-25 12:22:00,2011-07,Switzerland,International,Weekday,856.0,411,12,13520
561118,2011-07-25 12:25:00,2011-07,United Kingdom,United Kingdom,Weekday,127.95000000000002,37,6,15781
561119,2011-07-25 12:34:00,2011-07,United Kingdom,United Kingdom,Weekday,233.51,71,11,17719
561120,2011-07-25 12:50:00,2011-07,United Kingdom,United Kingdom,Weekday,187.20000000000002,90,9,15835
561125,2011-07-25 12:58:00,2011-07,United Kingdom,United Kingdom,Weekday,531.96,254,30,17364
561128,2011-07-25 12:59:00,2011-07,United Kingdom,United Kingdom,Weekday,331.74,197,18,16249
